Judul,URL,Penulis,Tanggal Post,Konten,Dijawab Oleh,Jawaban Dokter,Tanggal Jawaban
Obat untuk mengatasi kaki bengkak pada penderita diabetes yang ada di apotek,https://www.alodokter.com/komunitas/topic/obat-untuk-mengatasi-kaki-bengkak-pada-penderita-diabetes-yang-ada,Ka**y,"17 April 2024, 05:54","Ayah saya seorang penderita diabetes yg sudah menahun, saya baru sadar kalo kaki ayah saya rada bengkak gitu, tapi dia bilang bengkaknya gak sakit dok.. Jadwal kontrolnya masih beberapa minggu, kira"" obat di apotik apa yg bisa menyembuhkan kaki bengkak pada penderita diabetes ya dok?",dr. Riza Marlina,"Alo, selamat pagi Kaki bengkak atau disebut dengan edema, dimana kaki bengkak karena diabetes ialah salah satu penyakit yang dipicu oleh tingginya kadar gula darah. Edema terjadi karena rusaknya pembuluh kapiler yang disebabkan karena adanya tekanan yang menyebabkan cairan di kapiler bocor ke jaringan di sekitarnya sehingga membuat bagian tubuh tersebut bengkak. Jika mengalami diabetes maka dapat memiliki masalah dalam sirkulasi di tubuh, selain itu juga bisa disebabkan karena faktor pembuluh darah vena yang tidak bekerja dengan baik, adanya masalah di jantung atau ginjal. Saran saya sebaiknya konsultasikan hal ini lebih lanjut ke dokter penyakit dalam, untuk mengetahui secara pasti kemungkinan penyebab yang dialami ibu anda, namun kemungkinan akibat kadar gula dalam darah yang tidak terkontrol maka sangat dianjurkan untuk konsumsi obat dan diet. Obat mengatasi kaki bengkak tidak bisa dibeli di apotik tanpa resep dokter, obat hanya didapat jika sudah melakukan pemeriksaan ke dokter penyakit dalam, jadi sebaiknya temui dokter, lalu untuk dirumah yang bisa dilakukan ialah : Posisikan kaki yang bengkak lebih tinggi saat duduk atau berbaring jadi bisa di letakan diatas bantal Batasi konsumsi garam Usahakan untuk aktif bergerak Semoga dapat membantu","17 April 2024, 09:25"
Kaki bengkak tapi tidak sakit pada penderita diabetes,https://www.alodokter.com/komunitas/topic/kaki-bengkak-tapi-tidak-sakit-pada-penderita-diabetes,Iw*n,"16 April 2024, 11:22","Kaki bagian bawah ibu saya bengkak dok, tapi tidak terasa sakit. Kalau jalan pun seperti biasa aja. kurang lebih udah 5 hari bengkak. Oiya ibu saya ada penyakit diabetes dok. apakah diabetes bisa menyebabkan kaki bengkak dok? apa yang harus dilakukan untuk mengurangi bengkaknya. terima kasih",dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Diabetes yang tidak terkontrol bisa membuat kadar gula dalam darah menigkat drastis (hiperglikemia). Kondisi ini nantinya bisa memicu kerusakan pada pembuluh darah, termasuk pembuluh darah di area tungkai bawah. Imbasnya, aliran darah akan menjadi tidak lancar, dan munculnya pembengkakan akibat edema (rembesan cairan ke area interstisial). Bukan itu saja, bengkak di tungkai bawah sebagaimana yang ibu Anda alami mungkin juga muncul atau diperparah oleh beragam faktor lain, misalnya kebiasaan duduk atau berdiri lama, berlebihan makan makanan yang mengandung garam, kekurangan protein atau vitamin B1, habis cidera, radang sendi, hamil, limfedema, beberapa jenis infeksi, trombosis vena dalam, gagal jantung, gagal ginjal, gangguan hati, insufisiensi vena, efek samping obat, alergi terhadap substansi tertentu, dan sebagainya. Supaya jelas, ibu Anda perlu didampingi periksa langsung ke dokter. Nantinya, dokter akan mengarahkan agar dilakukan tes darah atau tes penunjang lain sehingga bisa menentukan tatalaksana optimal agar kondisi ibu Anda. Untuk saat ini, yang sebaiknya beliau lakukan yakni: Kontrol diabetesnya dengan disiplin menjalani pengobatan, kurangi konsumsi makanan berindeks glukemik tinggi, giat berolahraga, dan turunkan berat badan menjadi lebih ideal Aktif bergerak dan berolahraga, jangan terlalu lama berdiri dan duduk menekuk kaki Gunakan pakaian dan alas kaki yang nyaman, jangan kenakan high heels dan celana ketat Tidur cukup, posisikan kaki lurus sembari ditinggikan sedikit ke atas agar bengkaknya mereda Perbanyak konsumsi buah, sayur, dan biji-bijian utuh Kurangi konsumsi makanan berkadar garam, gula, dan lemak jahat tinggi Semoga membantu ya..","16 April 2024, 20:34"
Berapa kali seharikah obat metformin itu diminum?,https://www.alodokter.com/komunitas/topic/berapa-kali-seharikah-obat-metformin-itu-diminum-,Be****m,"4 Maret 2024, 08:58","Suami saya dinyatakan terkena diabetes setelah diperiksa darahnya dok, suami saya diberikan obat metformin, tapi pemberian metformin ini diberikannya tidak melalui dokter yg biasa memeriksa, cuma lewat asistennya saja dok, jadinya lupa nanya jg mengenai aturan minumnya, jadi metformin itu berapa kali sehari ya dok diminumnya?",dr. Riza Marlina,"Alo, selamat siang Metformin ialah obat untuk mengendalikan kadar gula darah pada penderita diabetes tipe 2, dimana obat ini bekerja dengan cara meningkatkan aktivitas hormon insulin, mengurangi pembentukan gula darah di dalam hati dan menurunkan penyerapan gula di dalam usus cara kerja ini akan membantu menurunkan kadar gula di dalam darah. Obat ini merupakan obat antidiabetes yang hanya di dapat dengan resep dokter. Umumnya setiap resep obat ada keterangan konsumsi obat dengan cara ditulis berapa kali diminum. Namun umumnya obat ini dikonsumsi 1-3 kali sehari, dosis tergantung dari kadar gula dalam darah dan kondisi pasien serta dosis per obat berapa. Namun anda bisa konsumsi 2 kali sehari sementara jika obat sudah habis sebaiknya temui dokter anda kembali agar dilakukan pemeriksaan lebih lanjut dan melihat respon obatnya bagaimana. Selain dengan obatan harus diimbangi dengan perubahan gaya hidup seperti : Batasi makanan tinggi karbohidrat atau gula Konsumsi makanan kaya serat dan rendah lemak Melakukan olahraga minimal 30 menit sehari Cukupi air putih minimal 8 gelas sehari Semoga dapat membantu","4 Maret 2024, 12:14"
Berapa nilai gula darah normal pada remaja 17 tahun?,https://www.alodokter.com/komunitas/topic/berapa-nilai-gula-darah-normal-pada-remaja-17-tahun-,Ur****y,"1 Maret 2024, 08:07","Selamat pagi dok.. kemarin saya iseng cek gula darah di apotik, hasilnya gula darah saya 1tu 153 mg/ dl apakah itu normal dok untuk seusia saya? oiya usia saya baru 17 tahun dok.. Kira-kira berapa kadar gula darah normal pada remaja dok? terima kasih",dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Jika diperiksa tanpa berpuasa terlebih dulu (GDS/ gula darah sewaktu dan GD2PP/ gula darah 2 jam postprandial), kadar gula darah pada remaja dan dewasa yang sehat normalnya adalah tidak mencapai 200 mg/dL. Karenanya, mengacu pada keterangan Anda, sejatinya kadar gula dalam darah Anda masih dalam batas normal. Tentu, hal ini bisa berbeda jika pemeriksaan dilakukan setelah berpuasa setidaknya selama 9 jam sebelum pemeriksaan dilakukan (GDP/ gula darah puasa). Pertanyaan kami, apakah Anda sudah berpuasa sebelum pemeriksaan dilakukan? Adakah keluhan tertentu yang Anda alami? Apakah ada kerabat dekat Anda yang mengalami diabetes? Agar lebih akurat, pemeriksaan kadar gula darah sebaiknya dilakukan secara komprehensif, termasuk GDS, GD2PP, GDP, dan ditunjang juga dengan pemeriksaan HbA1c. Dari sini, bisa diketahui kadar gula darah Anda secara lebih obyektif, sehingga bisa ditentukan juga penanganannya yang tepat jika diperlukan. Untuk itu, jika Anda mengalami keluhan tertentu berkenaan dengan kesehatan Anda atau jika Anda memiliki kerabat dekat yang menderita diabetes, tidak ada salahnya periksa langsung ke dokter ya.. Semoga membantu.","1 Maret 2024, 16:40"
Nilai gula darah puasa yang normal pada laki-laki,https://www.alodokter.com/komunitas/topic/nilai-gula-darah-puasa-yang-normal-pada-laki-laki,Co*****a,"28 Februari 2024, 10:19","Halo dok,saya laki-laki 28 tahun mau tanya tentang gula darah puasa. saya terakhir makan itu jam 11 malam, saya cek gula 100.. lalu pas jam 5 pagi dan belum makan hasilnya itu 110,, kenapa jadi naik ya dok? teman saya bilang itu sudah masuk pre diabetes dok, terus gula dara puasa yang normal itu berapa ya dok? terima kasih",Dokter,"Alo, selamat siang Gula darah puasa normal ialah kadar gula darah yang diukur setelah tidak makan dan minum selama 8 jam, dimana pemeriksaan gula darah puasa normal dapat menjadi tolak ukur untuk skrining diabates. Pemeriksaan gula darah puasa bisa dilakukan dengan mengambil darah di ujung jari serta pengambilan darah melalui pembuluh darah vena yang hasilnya di cek di laboraturium. Kadar gula darah puasa normal ialah : Normal : 70-99 mg/dl Prediabetes : 100-125 mg/dl Diabetes : 126 mg/dl atau lebih Untuk kondisi anda apakah sudah benar pemeriksana puasanya dilakukan pada malam hari dan di cek saat pagi hari sebelum makan, jika mendapatkan hasil 110 mg/dl maka anda termasuk prediabetes. Namun diagnosis diabetes umumnya tidak bisa anda tegakan secara mandiri, perlunya pemeriksaan oleh dokter. Namun mengingat kadar gula darah anda tidak terlalu tinggi maka anda cukup menjaga pola hidup sehat saja dengan : Membatasi konsumsi makanan karbohidrat dan mengganti dengan makanan rendah karbohidrat Mengonsumsi lebih banyak serat dengan makan sayur dan buahan Minum lebih banyak air putih Membatasi porsi makan Melakukan olahraga minimal 30 menit sehari Pemeriksaan kadar gula darah bisa anda lakukan jika memiliki faktor yang meningaktkan resiko terjadi diabetes seperti faktor keturunan, obesitas, dan ada gejala diabetes serta usia diatas 40 tahun. Semoga dapat membantu","28 Februari 2024, 13:30"
Apa penyebab dari terjadinya penyakit gula basah?,https://www.alodokter.com/komunitas/topic/apa-penyebab-dari-terjadinya-penyakit-gula-basah-,Bo****a,"23 Februari 2024, 08:55","Dok, ibu saya umur 60 tahun. Sepertinya ibu saya terkena gula basah dok, soalnya di kaki ibu saya ada awalnya luka gegara gatal tapi semakin melebar dan sekarang malah kaya berair gitu padahal udah coba rutin dibersihin pake nacl.. penyebab dari penyakit gula basah itu apa sih dok?",dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Luka di kaki yang terasa gatal, lantas kemudian melebar dan berair, bisa terjadi karena: Cidera mekanik, misalnya tergores atau tertusuk benda tajam Dermatitis atopik (eksim) Infeksi kulit (termasuk infeksi sekunder pada luka), misalnya tinea pedis, skabies, impetigo Faktor lain, seperti dermatitis kontak, dermatitis seboroik, gigitan serangga, dan sebagainya Penyakit gula (diabetes) sesungguhnya tidak secara langsung menyebabkan luka di kaki. Akan tetapi, penyakit gula yang tidak terkontrol memang bisa membuat luka lebih lama sembuhnya, dikarenakan sistem imun yang melemah, serta pembuluh darah dan fungsi syaraf yang terganggu. Diabetes sendiri terjadi karena gangguan metabolisme gula dalam tubuh akibat ketidakmampuan pankreas untuk memproduksi insulin (diabetes mellitus tipe 1) atau akibat tubuh yang resisten terhadap aksi insulin yang diproduksinya sendiri (diabetes mellitus tipe 2). Diabetes ini erat kaitannya dengan faktor genetik, gaya hidup sedenter, dan obesitas. Saran kami, kondisi luka di kaki ibu Anda diperiksakanlah langsung ke dokter agar ditangani sesuai penyebabnya. Selain diberi obat, luka tersebut nantinya bisa juga dibersihkan, atau dilakukan tatalaksana lainnya agar sembuh. Tes darah bisa juga dokter lakukan untuk menilai kemungkinan ibu Anda mengalami diabetes dan penyakit lain berkaitan dengan lukanya. Untuk saat ini, yang perlu dilakukan yakni: Rutin bersihkan luka dengan kain kassa steril dan cairan infus NaCl 0,9% Tidak memberikan sembarang obat dan herba pada luka Jaga kaki supaya tetap bersih, kering, jangan tertekan atau tergesek berlebihan Kenakan alas kaki yang kering, bersih, dan fit ukurannya saat beraktifitas Minta ibu Anda untuk berhati-hati saat beraktifitas agar tidak lagi mengalami luka Beri beliau makanan yang mengandung kaya antioksidan (terutama buah dan sayur), namun rendah gula Semoga membantu ya..","23 Februari 2024, 18:09"
Apa sajakah ciri-ciri penyakit gula basah?,https://www.alodokter.com/komunitas/topic/apa-sajakah-ciri-ciri-penyakit-gula-basah-,Al**n,"23 Februari 2024, 08:29","Apa saja sih dok ciri"" seseorang yg terkena penyakit gula basah? ini soalnya bapak saya ada luka di tangannya udah mau 2 bulan gak sembuh dan masih berair aja dok.. apakah ini merupakan salah satu tanda penyakit gula basah?",dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Luka di tangan yang berair dan lama sembuhnya bisa timbul karena beragam faktor, contohnya infeksi kulit (seperti impetigo, skabies, tinea manum), dermatitis kontak alergi atau iritan, dermatitis atopik (eksim), erupsi obat, cidera mekanik di kulit, dan sebagainya. Diabetes (sakit gula) saja semestinya tidak lantas membuat kulit mengalami luka. Namun memang, diabetes yang tidak terkontrol bisa membuat sistem imun melemah dan fungsi syaraf serta pembuluh darah pun terganggu, sehingga memudahkan munculnya luka yang sulit sembuh. Secara spesifik, tidak ada ciri khusus dari luka yang diperparah oleh diabetes dan luka karena faktor lain. Jadi, jika ingin memastikan apakah memang bapak Anda mengalami diabetes atau tidak, perlu dilakukan pemeriksaan yang lebih obyektif, misalnya dengan tes laboratorium untuk menilai kadar gula dan HbA1c dalam darahnya. Sudah pernahkah bapak Anda menjalani pemeriksaan ini? Jika belum, baiknya Anda tidak menunda lagi memeriksakan bapak Anda ke dokter ya.. Dengan begitu, selain bisa dideteksi kemungkinannya mengalami diabetes, luka di tangan beliau pun bisa dievaluasi penyebabnya dan diberikan penanganan lebih optimal. Untuk saat ini, yang sebaiknya dilakukan yakni: Bersihkan luka di tangan bapak Anda setiap hari, menggunakan kain kassa steril dan cairan infus NaCl 0,9% Tidak sembarangan membubuhkan obat dan herba pada luka tanpa saran dokter Jaga luka supaya bersih, kering, dan tidak tertekan atau tergesek berlebihan Beri bapak Anda makanan dan minuman sehat, batasi asupan makanan yang mengandung gula sederhana jika memang kadar gula darah beliau tinggi, perbanyak konsumsi makanan yang mengandung kaya protein, serat, dan antioksidan Semoga membantu ya..","23 Februari 2024, 17:16"
Penyebab dan cara mengatasi kaki bengkak pada penderita diabetes,https://www.alodokter.com/komunitas/topic/penyebab-dan-cara-mengatasi-kaki-bengkak-pada-penderita-diabetes,Vi****m,"23 Februari 2024, 08:22","Sore dok, saya mau bertanya. Ibu saya punya penyakit diabetes sudah lebih dari 5 tahun.. yang mau saya tanyakan kenapa kaki ibu saya bengkak ya dok? bagaimana cara mengatasinya dok?",dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Bengkak di kaki pada penderita diabetes paling sering muncul karena suatu infeksi, misalnya abses, erisipelas, selulitis, dan sebagainya. Kadar gula yang meningkat drastis akibat diabetes yang tidak terkontrol memang bisa melemahkan sistem imun, sehingga membuat penderita mudah mengalami infeksi. Selain bengkak, infeksi di jaringan kaki bisa juga membuat penderita merasakan gatal, nyeri, kemerahan, atau muncul ruam berair dan bernanah yang sulit sembuh sendiri. Di samping infeksi, bengkak di kaki ibu Anda mungkin juga ditimbulkan oleh beragam faktor lain, bisa berkaitan dengan diabetes yang dideritanya, atau bisa juga tidak, misalnya: Gangguan jantung, seperti kardiomiopati, gagal jantung kongestif Gangguan ginjal, seperti gagal ginjal Radang sendi, seperti rheumatoid arthritis, osteoarthritis Faktor lain, misalnya alergi terhadap substansi tertentu, trombosis vena dalam, habis cidera, efek samping obat, tumor, varises, dan sebagainya Baiknya, mengingat keluhan beliau yang munculnya sudah lama, Anda tidak membiarkannya begitu saja. Dampingi ibu Anda periksa langsung ke dokter supaya bisa dilakukan evaluasi yang komprehensif, contohnya dengan tes darah, tes urin, rekam jantung, rontgen, dan tes penunjang lainnya. Dengan demikian, barulah dokter bisa memberikan penanganan yang optimal. Saat ini, Anda bisa bantu beliau untuk: Biarkan beliau banyak beristirahat Posisikan kaki beliau lebih tinggi agar bengkaknya berkurang Beri beliau pakaian yang longgar dan alas kaki yang nyaman (bukan high heels) Ajak beliau aktif berolahraga dan jaga berat badan agar tidak kegemukan Bantu beliau menjalani diet yang lebih sehat (rendah garam, gula, dan lemak jahat, perbanyak buah, sayur-mayur, dan biji-bijian utuh) Semoga membantu ya..","23 Februari 2024, 16:31"
Gejala penyakit apakah jika mudah lapar disertai kepala pusing?,https://www.alodokter.com/komunitas/topic/gejala-penyakit-apakah-jika-mudah-lapar-disertai-kepala-pusing-,Al*******a,"21 Februari 2024, 09:57","Gejala penyakit apa ya dok kira"" kalo seseorang itu sering banget merasa mudah lapar disertai dengan kepala pusing? usia saat ini 33 tahun dok, tolong penjelasannya ya dok, kiranya kalo emang gejala penyakit tertentu biar saya bisa periksa lebih jelas nantinya",dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Mudah lapar dan pusing bisa wajar disebabkan oleh aktifitas fisik yang berlebihan, lingkungan yang terlalu panas dan tidak nyaman, pola diet tidak seimbang, atau juga fluktuasi hormonal (misalnya saat menstruasi atau hamil). Namun di samping itu, keluhan yang Anda alami bisa pula menunjukkan suatu penyakit, contohnya dispepsia, diabetes, anemia, hipotensi, infeksi virus atau bakteri, gangguan mental, dan sebagainya. Membedakan kondisi yang wajar dan tidak sebaiknya dilakukan dengan pemeriksaan langsung oleh dokter ya.. Untuk kasus yang diduga berat, dokter bisa juga mengarahkan Anda untuk menjalani tes darah atau tes penunjang lainnya. Sementara ini, cobalah keluhan Anda diatasi dulu secara mandiri dengan: Makan lebih teratur Variasikan jenis makanan Anda agar gizinya seimbang, jangan itu-itu terus Minumlah juga banyak air putih, batasi kafein dan jauhi alkohol Sempatkan berolahraga setiap 2 hingga 3 hari sekali Jika lapar, istirahatlah dulu, jangan melakukan aktifitas fisik berat, makanlah porsi kecil-kecil tapi sering, utamakan konsumsi makanan yang mengandung kaya serat dan karbohidrat kompleks agar kenyang lebih lama Tenangkan hati dan pikiran Anda Semoga membantu ya..","21 Februari 2024, 17:58"
Cara merawat luka di kaki pada penderita diabetes agar cepat kering,https://www.alodokter.com/komunitas/topic/cara-merawat-luka-di-kaki-pada-penderita-diabetes-agar-cepat,Am****a,"16 Februari 2024, 07:50","Halo dok, ibu saya punya penyakit diabetes. Saat ini kakinya lagi luka, awalnya kecil tapi sekarang membesar dan bernanah dok. Setiap hari lukanya hanya dibersihkan dengan nacl saja. Mohon infonya dok, bagaimana caa agar luka di kaki ibu saya cepat kering dan obat apa yang harus diberikan.. terima kasih",dr. Riza Marlina,"Alo, selamat pagi Luka pada kaki sering dialami oleh penderita diabetes, kondisi dapat terjadi akibat tingginya kadar gula dalam darah yang tidak ditangani. Dalam dunia medis kondisi disebut dengan ulkus diabetikum, ulkus ini terjadi akibat sirkulasi darah yang buruk sehingga aliran darah tidak mengalir ke kaki dengan baik dan disertai dengan kadar glukosa tinggi yang dapat memicu kerusakan saraf pada kaki. Kondisi ini bisa menyebabkan terbentuknya luka pada kaki dan menyulitkan proses penyembuhan luka tersebut. Penderita diabetes mengalami luka pada kaki tidak bisa ditangani hanya dengan merawat luka saja tanpa konsumsi obat, saran saya bawa ibu anda ke dokter penyakit dalam agar diperiksa kadar gulanya dan ditangani luka dikakinya juga jika luka tersebut tidak ditangani dan kadar gula juga tidak terkontrol bisa menyebabkan amputasi pada kaki kedepannya. Serta menerapkan pola hidup sehat dan menghindari konsumsi makanan dengan kadar gula tinggi. Semoga dapat membantu","16 Februari 2024, 10:37"
Ujung jari terasa tebal dan kesemutan sudah 2 hari,https://www.alodokter.com/komunitas/topic/ujung-jari-terasa-tebal-dan-kesemutan-sudah-2-hari,Ic****d,"23 Januari 2024, 13:44","Dok say amau tanya, kenapa ya ujung jarijari tangan kanan saya terasa tebal dan kesemutan juga udah 2 hari ini dok. Ini tuh gejala apa ya dok? terus saya harus bagaimana dok? terima kasih",dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Sensasi tebal dan kesemutan di ujung jari tangan bisa termasuk sebagai parestesia. Kondisi ini bisa muncul karena beragam faktor, contohnya: Masalah syaraf, seperti neuropati perifer, multiple sclerosis, neuralgia pasca herpes, sindrom terowongan carpal, stroke Masalah pembuluh darah, sepertithromboangiitis obliterans, vaskulitis Kekurangan nutrisi neurotropik, contohnya vitamin B1, B6, B12, magnesium, kalium, dan kalsium Faktor lain, seperti gangguan cemas, gout, rheumatoid arthritis, kusta, dan sebagainya Jika ingin jelas, Anda sepatutnya memeriksakan diri langsung ke dokter. Tes darah, CT scan, atau tes penunjang lain bisa dokter lakukan jika menganggap kondisi Anda muncul terkait suatu penyakit serius. Tergantung hasil penilaian dokter, penanganan yang akan diberikan bisa berbeda. Sementara ini, yang bisa dilakukan yakni mengistirahatkan dulu tangan Anda dari aktifitas fisik yang berlebihan, rajinlah berolahraga agar aliran darah dari dan ke tangan selalu lancar, tidak menggunakan pakaian atau jam tangan terlalu ketat, kompres hangat area jari yang terasa tebal dan kesemutan, konsumsi makanan yang mengandung gizi seimbang, jangan takut apalagi stres berlebihan, jauhi rokok, dan terapkan selalu gaya hidup yang sehat. Semoga membantu ya..","23 Januari 2024, 17:15"
Lebih baik suntik insulin atau minum obat untuk pengobatan diabetes,https://www.alodokter.com/komunitas/topic/lebih-baik-suntik-insulin-atau-minum-obat-untuk-pengobatan-diabetes,Am**a,"19 Januari 2024, 08:26","Halo dok mau tanya. Ibu saya sudah 5 tahun belakangan terkena diabetes. Kadar gulanya pernah sampai 450 dok, setelah minum obat paling 250an. Sebenarnya dokter sudah menyuruh untuk insulin aja dok, tapi ibu saya belum mau dok. sebenarnya lebih baik suntik insulin atau minum obat dok?",dr. Riza Marlina,"Alo, selamat siang Diabetes ialah suatu kondisi dimana meningkatnya kadar gula dalam darah yang diketahui dari hasil cek gula darah atau glukosa. Kadar gula dalam darah meningkat akibat resistensi insulin yaitu suatu kondisi ketika sel tubuh tidak dapat menggunakan hormon insulin dengan baik, insulin ialah hormon yang membantu gula darah masuk ke dalam sel tubuh untuk diubah menjadi energi karena mengalami resisteni menyebabkan gula tidak dapat masuk ke dalam sel sehingga gula di dalam darah tetap tinggi. Belum diketahui secara pasti apa yang menyebabkan terjadinya resistensi insulin ini namun diduga akibat kondisi genetik, obesitas, sindrom metabolik. selain itu dipicu akibat gaya hidup yang tidak sehat. Penanganan diabetes ialah dengan pemberian obat diabetes dan melakukan diet serta olahraga. Obat diabetes ada secara oral dan pemberian melalui suntik insulin. Jika pemberian obat sudah lebih dari satu jenis obat namun tidak membantu menurunkan kadar gula darah maka pilihan diberikan ialah dengan pemberian insulin. Untuk kondisi ibu anda memang sebaiknya diberikan insulin karena sudah tidak efektif jika diberikan melalui oral, karena kadar gula darahnya sudah cukup tinggi dan tidak terkontrol diberikan obat oral masih tetap tinggi. Kadar gula darah yang tidak terkontrol bisa menyebabkan komplikasi. Jadi pencegahannya dengan menggunakan obat sesuai anjuran dokter, melakukan pemeriksaan kadar gula darah rutin, rutin kontol sesuai jadwal diberikan dokter dan lakukan diet serta olahraga. Semoga dapat membantu","19 Januari 2024, 10:48"
Apakah hubungan antara kaki bengkak dan kencing manis?,https://www.alodokter.com/komunitas/topic/apakah-hubungan-antara-kaki-bengkak-dan-kencing-manis-,Sp**n,"10 Januari 2024, 07:52","Ibu saya ini kan didiagnosa kencing manis, sudah mulai pengobatannya dok, tapi kok ini kaki ibu saya malah jadi bengkak ya dok? apakah berpengaruh? pas saya tekan bengkaknya ibu saya bilang gak sakit sih dok",dr. Riza Marlina,"Alo, selamat pagi Diabetes ialah penyakit kronis yang menyebabkan kadar gula dalam darah tinggi. Pembengkakan kaki pada penderita diabetes dapat disebabkan oleh beragam hal penyebab seperti : Obesitas atau kegegemukan Sirkuluasi tidak lancar Masalah pada jantung atau ginjal Efek samping obat Kadar gula dalam darah tinggi bisa menyebabkan kerusakan pada dinding pembuluh darah besar maupun kecil dimana kerusakan ini bisa menyebabkan gangguan sirkulasi darah dan menimbulkan berbagai komplikasi, jika sirkulasi darah terganggu akan menyebabkan cairan akan tertahan di tubuh seperti kaki makanya mengalami pembengkakan selain itu luka pada kaki juga bisa menyebabkan pembengkakan. Saran saya melakukan pemeriksaan ke dokter penyakit dalam agar dapat dipastikan kemungkinan penyebab yang dialami ibu anda sekalian di kontrol kadar gula darah sehingga bisa ditangani dengan tepat. Konsusmi obat dari dokter, diet, angkat kaki lebih tinggi dari pada dada jadi saat berbaring letakan kaki diatas tumpukan bantal. Semoga dapat membantu","10 Januari 2024, 09:01"
Apakah boleh penderita diabetes makan es krim?,https://www.alodokter.com/komunitas/topic/apakah-boleh-penderita-diabetes-makan-es-krim-,Sh***n,"4 Januari 2024, 13:24","Siang dok. Mau tanya, apa saja makanan dan minuman yg harus dihindari penderita diabetes dan makanan apa saja yg bisa mengurangi kadar gula dok. Ibu saya suka makan es krim dok, apakah itu diperbolehkan?",dr. Riza Marlina,"Alo, selamat siang Diabetes ialah penyakit kronis yang ditandai dengan kadar gula dalam darah tinggi. Kadar gula dalam darah dikendalikan oleh hormon insulin yang diproduksi oleh pankreas, namun pada penderita diabetes pankreas tidak mampu memproduksi insulin sesuai kebutuhan tubuh, tanpa insulin sel-sel tubuh tidak dapat menyerap dan mengolah glukosa menjadi energi, dimana glukosa yang tidak diserap sel tubuh dengan baik akan menumpuk di dalam darah kondisi ini lah yang dapat menimbulkan berbagai gangguan pada organ tubuh. Faktor resiko terjadi diabetes ialah memiliki keluarga yang mengalami diabetes, jarang olahraga, obesitas, sering konsumsi makanan dan minuman yang mengandung gula dan karbohdirat simpleks. Dari faktor resiko ini maka harus dilakukan pencegahan dengan menghindari faktor resiko yang bisa dihindari seperti tidak atau batasi makanan dan minuman yang mengandung gula dan karbohidrat simpleks. Untuk es krim boleh saja di makan namun sebaiknya dengan jumlah yang sediki dan pilih es krim yang rendah karbohidrat dan gula, pilih yang mengandung protein dan lemak yang cukup. Semoga dapat membantu","4 Januari 2024, 14:35"
Sering buang air kecil di malam hari pertanda apa ?,https://www.alodokter.com/komunitas/topic/sering-buang-air-kecil-di-malam-hari-pertanda-apa--,Co*****a,"29 Desember 2023, 12:02","Permisi dok. Saya wanita usia 24 tahun mau konsul. Sudah seminggu ini saya sering buang air kecil setiap malam dok, kadang siang juga gitu tapi lebih sering malam. Belum 10 menit pipis terus mau pipis lagi. Itu sangat mengganggu dok. Sering pipis itu gejala apa ya dok?",dr. Nadia Nurotul Fuadah,"Alo, terimakasih atas pertanyaannya. Sering buang air kecil terutama di malam hari pada wanita usia 24 tahun bisa jadi menandakan beberapa kondisi berikut: Hal yang wajar, seperti karena terlalu banyak minum, berlebihan mengkonsumsi kafein atau alkohol, pengaruh makanan yang terlalu manis, kondisi lingkungan yang dingin, kebiasaan menahan buang air kecil, sedang cemas atau takut akan suatu hal, tanda-tanda hamil atau akan melahirkan Pengaruh beberapa jenis obat atau herba Penyakit tertentu, misalnya diabetes, infeksi saluran kemih, batu kandung kemih, kanker kandung kemih, sistitis, tumor di sekitar rongga perut atau panggul, dan sebagainya Membedakan beragam kemungkinan di atas tidak mudah jika tanpa melibatkan pemeriksaan langsung. Saran kami, jika benar keluhan Anda berlangsungnya sudah lebih dari 3 hari, cobalah diperiksakan langsung ke dokter ya.. Tes urin, rontgen, tes darah, USG, atau tes penunjang lainnya bisa juga dokter lakukan jika dianggap perlu. Sementara itu, penanganan awal yang bisa dilakukan ialah jangan pernah menahan buang air kecil, minum air putih dengan cukup (2-3 liter sehari), jangan dulu mengkonsumsi minuman berkafein apalagi beralkohol, batasi juga konsumsi makanan yang mengandung pemanis, jaga organ intim supaya bersih, jangan melakukan hubungan seks berisiko, tenangkan pikiran agar tidak cemas atau takut berlebihan, serta jangan terburu meminum obat atau herba tanpa saran dari dokter. Semoga membantu ya..","29 Desember 2023, 16:04"
